
LINEST FOR Y,,,LINEST FOR U,,,LINEST FOR V,
=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;1),=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;2),,=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;1),=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;2),,=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;1),=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;2),,
48,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,180,174.682,red,115,111.873,red,
48,43.657,red,177,174.682,red,116,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,178,174.682,red,113,111.873,red,
49,43.657,red,178,174.682,red,107,111.873,red,
49,43.657,red,178,174.682,red,112,111.873,red,
49,43.657,red,178,174.682,red,110,111.873,red,
49,43.657,red,176,174.682,red,112,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
49,43.657,red,180,174.682,red,111,111.873,red,
49,43.657,red,181,174.682,red,117,111.873,red,
48,43.657,red,181,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,111,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,109,111.873,red,
50,43.657,red,179,174.682,red,107,111.873,red,
50,43.657,red,180,174.682,red,108,111.873,red,
49,43.657,red,182,174.682,red,110,111.873,red,
48,43.657,red,177,174.682,red,112,111.873,red,
50,43.657,red,176,174.682,red,111,111.873,red,
50,43.657,red,181,174.682,red,109,111.873,red,
49,43.657,red,180,174.682,red,110,111.873,red,
49,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,110,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,112,111.873,red,
50,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,181,174.682,red,109,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
50,43.657,red,180,174.682,red,112,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,116,111.873,red,
49,43.657,red,183,174.682,red,115,111.873,red,
49,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,116,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,116,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,112,111.873,red,
49,43.657,red,178,174.682,red,111,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
50,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
50,43.657,red,181,174.682,red,115,111.873,red,
50,43.657,red,180,174.682,red,116,111.873,red,
48,43.657,red,181,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,183,174.682,red,114,111.873,red,
49,43.657,red,182,174.682,red,115,111.873,red,
49,43.657,red,179,174.682,red,115,111.873,red,
50,43.657,red,182,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,111,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,112,111.873,red,
50,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,180,174.682,red,112,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,119,111.873,red,
48,43.657,red,180,174.682,red,117,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,181,174.682,red,111,111.873,red,
49,43.657,red,179,174.682,red,110,111.873,red,
50,43.657,red,178,174.682,red,111,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
49,43.657,red,182,174.682,red,112,111.873,red,
49,43.657,red,182,174.682,red,112,111.873,red,
50,43.657,red,182,174.682,red,109,111.873,red,
48,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,181,174.682,red,113,111.873,red,
46,43.657,red,175,174.682,red,116,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
47,43.657,red,177,174.682,red,119,111.873,red,
48,43.657,red,177,174.682,red,118,111.873,red,
48,43.657,red,177,174.682,red,115,111.873,red,
47,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,176,174.682,red,117,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,178,174.682,red,113,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
47,43.657,red,175,174.682,red,116,111.873,red,
46,43.657,red,177,174.682,red,113,111.873,red,
47,43.657,red,176,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,117,111.873,red,
47,43.657,red,176,174.682,red,114,111.873,red,
47,43.657,red,175,174.682,red,115,111.873,red,
48,43.657,red,175,174.682,red,115,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,118,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
47,43.657,red,179,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,177,174.682,red,116,111.873,red,
46,43.657,red,175,174.682,red,119,111.873,red,
47,43.657,red,175,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,178,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,111,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,114,111.873,red,
49,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
47,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,112,111.873,red,
47,43.657,red,176,174.682,red,115,111.873,red,
47,43.657,red,175,174.682,red,116,111.873,red,
48,43.657,red,177,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,117,111.873,red,
48,43.657,red,180,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,108,111.873,red,
49,43.657,red,180,174.682,red,109,111.873,red,
48,43.657,red,177,174.682,red,111,111.873,red,
48,43.657,red,176,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
48,43.657,red,181,174.682,red,111,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
48,43.657,red,181,174.682,red,110,111.873,red,
49,43.657,red,180,174.682,red,110,111.873,red,
47,43.657,red,180,174.682,red,109,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,112,111.873,red,
48,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,116,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,179,174.682,red,111,111.873,red,
47,43.657,red,175,174.682,red,114,111.873,red,
47,43.657,red,176,174.682,red,110,111.873,red,
49,43.657,red,179,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,109,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,181,174.682,red,111,111.873,red,
49,43.657,red,180,174.682,red,116,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,177,174.682,red,114,111.873,red,
47,43.657,red,177,174.682,red,116,111.873,red,
48,43.657,red,181,174.682,red,114,111.873,red,
49,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,182,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
46,43.657,red,175,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,179,174.682,red,112,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,177,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,176,174.682,red,117,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
46,43.657,red,177,174.682,red,115,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,180,174.682,red,111,111.873,red,
48,43.657,red,177,174.682,red,112,111.873,red,
47,43.657,red,180,174.682,red,116,111.873,red,
47,43.657,red,176,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
48,43.657,red,179,174.682,red,110,111.873,red,
47,43.657,red,180,174.682,red,112,111.873,red,
48,43.657,red,177,174.682,red,115,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
50,43.657,red,181,174.682,red,113,111.873,red,
50,43.657,red,181,174.682,red,118,111.873,red,
48,43.657,red,181,174.682,red,116,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,181,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,177,174.682,red,118,111.873,red,
48,43.657,red,181,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,117,111.873,red,
48,43.657,red,180,174.682,red,117,111.873,red,
49,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,119,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
49,43.657,red,182,174.682,red,110,111.873,red,
49,43.657,red,181,174.682,red,115,111.873,red,
49,43.657,red,182,174.682,red,111,111.873,red,
49,43.657,red,182,174.682,red,114,111.873,red,
49,43.657,red,178,174.682,red,112,111.873,red,
48,43.657,red,177,174.682,red,114,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
49,43.657,red,180,174.682,red,111,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,182,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
50,43.657,red,180,174.682,red,116,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,181,174.682,red,112,111.873,red,
49,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,174,174.682,red,109,111.873,red,
48,43.657,red,177,174.682,red,114,111.873,red,
49,43.657,red,178,174.682,red,111,111.873,red,
47,43.657,red,179,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
48,43.657,red,181,174.682,red,115,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,110,111.873,red,
47,43.657,red,179,174.682,red,116,111.873,red,
49,43.657,red,177,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,111,111.873,red,
49,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
49,43.657,red,178,174.682,red,117,111.873,red,
48,43.657,red,177,174.682,red,112,111.873,red,
49,43.657,red,178,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,183,174.682,red,111,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
47,43.657,red,176,174.682,red,114,111.873,red,
48,43.657,red,176,174.682,red,117,111.873,red,
48,43.657,red,177,174.682,red,114,111.873,red,
47,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,179,174.682,red,110,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,111,111.873,red,
49,43.657,red,180,174.682,red,111,111.873,red,
47,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,178,174.682,red,116,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,111,111.873,red,
47,43.657,red,181,174.682,red,111,111.873,red,
47,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
50,43.657,red,181,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,111,111.873,red,
48,43.657,red,179,174.682,red,110,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,111,111.873,red,
47,43.657,red,177,174.682,red,112,111.873,red,
48,43.657,red,177,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,177,174.682,red,114,111.873,red,
45,43.657,red,177,174.682,red,113,111.873,red,
46,43.657,red,177,174.682,red,110,111.873,red,
47,43.657,red,177,174.682,red,114,111.873,red,
46,43.657,red,177,174.682,red,113,111.873,red,
45,43.657,red,175,174.682,red,116,111.873,red,
47,43.657,red,176,174.682,red,114,111.873,red,
46,43.657,red,176,174.682,red,117,111.873,red,
45,43.657,red,175,174.682,red,114,111.873,red,
45,43.657,red,174,174.682,red,118,111.873,red,
46,43.657,red,178,174.682,red,114,111.873,red,
47,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,180,174.682,red,110,111.873,red,
46,43.657,red,179,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,178,174.682,red,116,111.873,red,
47,43.657,red,180,174.682,red,115,111.873,red,
46,43.657,red,178,174.682,red,111,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
46,43.657,red,179,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,112,111.873,red,
46,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,180,174.682,red,115,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,181,174.682,red,110,111.873,red,
47,43.657,red,180,174.682,red,110,111.873,red,
48,43.657,red,178,174.682,red,109,111.873,red,
47,43.657,red,180,174.682,red,110,111.873,red,
46,43.657,red,179,174.682,red,110,111.873,red,
47,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,178,174.682,red,110,111.873,red,
47,43.657,red,176,174.682,red,112,111.873,red,
48,43.657,red,177,174.682,red,110,111.873,red,
48,43.657,red,180,174.682,red,109,111.873,red,
48,43.657,red,180,174.682,red,110,111.873,red,
46,43.657,red,176,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,112,111.873,red,
46,43.657,red,176,174.682,red,114,111.873,red,
45,43.657,red,177,174.682,red,115,111.873,red,
47,43.657,red,177,174.682,red,111,111.873,red,
47,43.657,red,177,174.682,red,109,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,176,174.682,red,115,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
45,43.657,red,176,174.682,red,116,111.873,red,
46,43.657,red,176,174.682,red,109,111.873,red,
47,43.657,red,177,174.682,red,114,111.873,red,
46,43.657,red,180,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,113,111.873,red,
48,43.657,red,178,174.682,red,117,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
46,43.657,red,179,174.682,red,111,111.873,red,
46,43.657,red,177,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,175,174.682,red,111,111.873,red,
48,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,114,111.873,red,
46,43.657,red,177,174.682,red,111,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
48,43.657,red,176,174.682,red,112,111.873,red,
46,43.657,red,177,174.682,red,111,111.873,red,
48,43.657,red,180,174.682,red,112,111.873,red,
46,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
46,43.657,red,181,174.682,red,113,111.873,red,
46,43.657,red,177,174.682,red,116,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
46,43.657,red,177,174.682,red,114,111.873,red,
47,43.657,red,177,174.682,red,113,111.873,red,
47,43.657,red,175,174.682,red,113,111.873,red,
47,43.657,red,178,174.682,red,111,111.873,red,
46,43.657,red,176,174.682,red,113,111.873,red,
47,43.657,red,179,174.682,red,112,111.873,red,
47,43.657,red,182,174.682,red,111,111.873,red,
47,43.657,red,178,174.682,red,116,111.873,red,
48,43.657,red,178,174.682,red,115,111.873,red,
47,43.657,red,175,174.682,red,118,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
47,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,180,174.682,red,111,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,116,111.873,red,
46,43.657,red,177,174.682,red,116,111.873,red,
47,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,176,174.682,red,114,111.873,red,
47,43.657,red,177,174.682,red,116,111.873,red,
47,43.657,red,181,174.682,red,113,111.873,red,
46,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,181,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,116,111.873,red,
49,43.657,red,176,174.682,red,114,111.873,red,
47,43.657,red,176,174.682,red,114,111.873,red,
48,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
49,43.657,red,177,174.682,red,114,111.873,red,
49,43.657,red,178,174.682,red,111,111.873,red,
47,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,177,174.682,red,117,111.873,red,
49,43.657,red,179,174.682,red,111,111.873,red,
49,43.657,red,181,174.682,red,110,111.873,red,
50,43.657,red,181,174.682,red,109,111.873,red,
48,43.657,red,178,174.682,red,111,111.873,red,
49,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,114,111.873,red,
49,43.657,red,181,174.682,red,113,111.873,red,
48,43.657,red,182,174.682,red,111,111.873,red,
49,43.657,red,179,174.682,red,115,111.873,red,
49,43.657,red,179,174.682,red,114,111.873,red,
49,43.657,red,182,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
49,43.657,red,178,174.682,red,120,111.873,red,
50,43.657,red,181,174.682,red,116,111.873,red,
49,43.657,red,183,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,178,174.682,red,117,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,116,111.873,red,
49,43.657,red,179,174.682,red,116,111.873,red,
50,43.657,red,180,174.682,red,117,111.873,red,
49,43.657,red,181,174.682,red,114,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
49,43.657,red,181,174.682,red,114,111.873,red,
47,43.657,red,176,174.682,red,116,111.873,red,
47,43.657,red,178,174.682,red,119,111.873,red,
48,43.657,red,178,174.682,red,117,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
47,43.657,red,179,174.682,red,114,111.873,red,
50,43.657,red,178,174.682,red,113,111.873,red,
49,43.657,red,178,174.682,red,112,111.873,red,
47,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,177,174.682,red,114,111.873,red,
48,43.657,red,177,174.682,red,117,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
49,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,182,174.682,red,113,111.873,red,
49,43.657,red,181,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,117,111.873,red,
49,43.657,red,178,174.682,red,115,111.873,red,
49,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,115,111.873,red,
50,43.657,red,179,174.682,red,112,111.873,red,
49,43.657,red,178,174.682,red,113,111.873,red,
49,43.657,red,182,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,117,111.873,red,
50,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,176,174.682,red,117,111.873,red,
50,43.657,red,180,174.682,red,113,111.873,red,
47,43.657,red,177,174.682,red,113,111.873,red,
47,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
50,43.657,red,179,174.682,red,110,111.873,red,
48,43.657,red,181,174.682,red,112,111.873,red,
49,43.657,red,179,174.682,red,111,111.873,red,
49,43.657,red,179,174.682,red,117,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
48,43.657,red,179,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,116,111.873,red,
49,43.657,red,180,174.682,red,117,111.873,red,
49,43.657,red,179,174.682,red,109,111.873,red,
48,43.657,red,180,174.682,red,111,111.873,red,
49,43.657,red,178,174.682,red,113,111.873,red,
49,43.657,red,179,174.682,red,116,111.873,red,
49,43.657,red,178,174.682,red,114,111.873,red,
48,43.657,red,178,174.682,red,115,111.873,red,
48,43.657,red,180,174.682,red,114,111.873,red,
48,43.657,red,182,174.682,red,112,111.873,red,
49,43.657,red,182,174.682,red,111,111.873,red,
48,43.657,red,181,174.682,red,113,111.873,red,
49,43.657,red,180,174.682,red,113,111.873,red,
48,43.657,red,180,174.682,red,108,111.873,red,
49,43.657,red,181,174.682,red,112,111.873,red,
48,43.657,red,179,174.682,red,115,111.873,red,
47,43.657,red,180,174.682,red,115,111.873,red,
46,43.657,red,177,174.682,red,117,111.873,red,
48,43.657,red,178,174.682,red,117,111.873,red,
22,18.732,blue,124,126.225,blue,132,128.812,blue,
23,18.732,blue,127,126.225,blue,130,128.812,blue,
24,18.732,blue,125,126.225,blue,134,128.812,blue,
23,18.732,blue,124,126.225,blue,130,128.812,blue,
22,18.732,blue,125,126.225,blue,133,128.812,blue,
23,18.732,blue,126,126.225,blue,130,128.812,blue,
22,18.732,blue,128,126.225,blue,129,128.812,blue,
22,18.732,blue,126,126.225,blue,138,128.812,blue,
23,18.732,blue,128,126.225,blue,134,128.812,blue,
22,18.732,blue,127,126.225,blue,133,128.812,blue,
22,18.732,blue,126,126.225,blue,132,128.812,blue,
22,18.732,blue,126,126.225,blue,134,128.812,blue,
22,18.732,blue,126,126.225,blue,139,128.812,blue,
23,18.732,blue,127,126.225,blue,132,128.812,blue,
21,18.732,blue,127,126.225,blue,139,128.812,blue,
23,18.732,blue,127,126.225,blue,130,128.812,blue,
23,18.732,blue,128,126.225,blue,136,128.812,blue,
24,18.732,blue,126,126.225,blue,134,128.812,blue,
22,18.732,blue,127,126.225,blue,134,128.812,blue,
22,18.732,blue,125,126.225,blue,136,128.812,blue,
24,18.732,blue,125,126.225,blue,129,128.812,blue,
22,18.732,blue,128,126.225,blue,131,128.812,blue,
22,18.732,blue,126,126.225,blue,135,128.812,blue,
22,18.732,blue,123,126.225,blue,136,128.812,blue,
21,18.732,blue,126,126.225,blue,131,128.812,blue,
24,18.732,blue,127,126.225,blue,131,128.812,blue,
22,18.732,blue,127,126.225,blue,133,128.812,blue,
21,18.732,blue,128,126.225,blue,131,128.812,blue,
22,18.732,blue,127,126.225,blue,133,128.812,blue,
22,18.732,blue,125,126.225,blue,134,128.812,blue,
22,18.732,blue,127,126.225,blue,134,128.812,blue,
24,18.732,blue,128,126.225,blue,135,128.812,blue,
23,18.732,blue,127,126.225,blue,136,128.812,blue,
23,18.732,blue,124,126.225,blue,137,128.812,blue,
21,18.732,blue,126,126.225,blue,137,128.812,blue,
24,18.732,blue,125,126.225,blue,130,128.812,blue,
23,18.732,blue,126,126.225,blue,128,128.812,blue,
23,18.732,blue,126,126.225,blue,133,128.812,blue,
23,18.732,blue,128,126.225,blue,130,128.812,blue,
22,18.732,blue,125,126.225,blue,133,128.812,blue,
22,18.732,blue,126,126.225,blue,131,128.812,blue,
23,18.732,blue,130,126.225,blue,132,128.812,blue,
24,18.732,blue,127,126.225,blue,133,128.812,blue,
22,18.732,blue,126,126.225,blue,133,128.812,blue,
22,18.732,blue,123,126.225,blue,132,128.812,blue,
23,18.732,blue,125,126.225,blue,131,128.812,blue,
22,18.732,blue,125,126.225,blue,132,128.812,blue,
22,18.732,blue,127,126.225,blue,134,128.812,blue,
22,18.732,blue,128,126.225,blue,136,128.812,blue,
23,18.732,blue,125,126.225,blue,131,128.812,blue,
23,18.732,blue,127,126.225,blue,132,128.812,blue,
23,18.732,blue,129,126.225,blue,127,128.812,blue,
22,18.732,blue,128,126.225,blue,133,128.812,blue,
22,18.732,blue,128,126.225,blue,135,128.812,blue,
